code_module,code_presentation,id_student,id_site,date,sum_click
AAA,2013J,2578995,546652,-10,2
AAA,2013J,2578995,546614,-10,9
AAA,2013J,2578995,546667,-10,12
AAA,2013J,2639641,546719,-10,3
AAA,2013J,2639449,546671,-10,1
AAA,2013J,2639641,546667,-10,3
AAA,2013J,2639449,546948,-10,1
AAA,2013J,2639449,546681,-10,1
AAA,2013J,2639641,546614,-10,13
AAA,2013J,2639449,546871,-10,2
AAA,2013J,2639449,546900,-10,1
AAA,2013J,2639449,546719,-10,3
AAA,2013J,2639449,546731,-10,7
AAA,2013J,2639449,546732,-10,1
AAA,2013J,2639449,546879,-10,4
AAA,2013J,2639449,546667,-10,5
AAA,2013J,2639449,546662,-10,5
AAA,2013J,2639449,547011,-10,1
AAA,2013J,2639449,546614,-10,9
AAA,2013J,2639641,546652,-10,2
AAA,2013J,2639641,546652,-10,1
AAA,2013J,2639449,546652,-10,1
AAA,2013J,2639641,546681,-10,2
AAA,2013J,2639641,546871,-10,1
AAA,2013J,2639449,546652,-10,1
AAA,2013J,2639641,546652,-10,1
AAA,2013J,2639641,546876,-10,1
AAA,2013J,2639449,547013,-10,1
AAA,2013J,2639641,546662,-10,17
AAA,2013J,2639641,546879,-10,1
AAA,2013J,2641155,547013,-10,1
AAA,2013J,2641155,546879,-10,6
AAA,2013J,2641155,546871,-10,1
AAA,2013J,2641155,546668,-10,1
AAA,2013J,2641155,546662,-10,48
AAA,2013J,2641155,546672,-10,1
AAA,2013J,2641155,546667,-10,2
AAA,2013J,2641155,546671,-10,1
AAA,2013J,2641155,546670,-10,1
AAA,2013J,2641155,546614,-10,16
AAA,2013J,2643002,547013,-10,1
AAA,2013J,2643002,546668,-10,2
AAA,2013J,2643002,546719,-10,14
AAA,2013J,2643002,546667,-10,7
AAA,2013J,2643002,546652,-10,3
AAA,2013J,2643002,546684,-10,1
AAA,2013J,2643002,546900,-10,2
AAA,2013J,2643002,546714,-10,3
AAA,2013J,2643002,546911,-10,1
AAA,2013J,2643002,546911,-10,2
AAA,2013J,2643002,546916,-10,1
AAA,2013J,2643002,546723,-10,2
AAA,2013J,2643002,546672,-10,1
AAA,2013J,2643002,546689,-10,1
AAA,2013J,2643002,546652,-10,4
AAA,2013J,2643002,546662,-10,8
AAA,2013J,2643002,546916,-10,2
AAA,2013J,2643002,546681,-10,17
AAA,2013J,2643002,546670,-10,1
AAA,2013J,2643002,546732,-10,16
AAA,2013J,2643002,546731,-10,3
AAA,2013J,2643002,546614,-10,46
AAA,2013J,2643002,546669,-10,14
AAA,2013J,2643002,546652,-10,5
AAA,2013J,2643002,546874,-10,1
AAA,2013J,2643002,546671,-10,1
AAA,2013J,2643002,546879,-10,11
AAA,2013J,2649826,546614,-10,61
AAA,2013J,2649826,546652,-10,1
AAA,2013J,2649826,546916,-10,4
AAA,2013J,2649826,546883,-10,9
AAA,2013J,2649826,546873,-10,1
AAA,2013J,2649826,546986,-10,1
AAA,2013J,2649826,547009,-10,1
AAA,2013J,2649826,546731,-10,22
AAA,2013J,2649826,546667,-10,2
AAA,2013J,2649826,546719,-10,22
AAA,2013J,2649826,546716,-10,3
AAA,2013J,2649826,546714,-10,2
AAA,2013J,2649826,546871,-10,4
AAA,2013J,2649826,546662,-10,52
AAA,2013J,2649826,546660,-10,1
AAA,2013J,2649826,546652,-10,9
AAA,2013J,2649826,546911,-10,1
AAA,2013J,2649826,546681,-10,12
AAA,2013J,2649826,546684,-10,5
AAA,2013J,2649826,547013,-10,1
AAA,2013J,2649826,547050,-10,1
AAA,2013J,2649826,546672,-10,1
AAA,2013J,2649826,546885,-10,1
AAA,2013J,2649826,546884,-10,1
AAA,2013J,2649826,546652,-10,6
AAA,2013J,2649826,546669,-10,2
AAA,2013J,2649826,546671,-10,1
AAA,2013J,2649826,546670,-10,1
AAA,2013J,2649826,546876,-10,14
AAA,2013J,2649826,546668,-10,1
AAA,2013J,2649826,546732,-10,34
AAA,2013J,2649826,546879,-10,2
AAA,2013J,2649826,546874,-10,3
AAA,2013J,2051699,546668,-10,1
AAA,2013J,2051699,546671,-10,1
AAA,2013J,2051699,546670,-10,1
AAA,2013J,2051699,546662,-10,4
AAA,2013J,2051699,546948,-10,1
AAA,2013J,2051699,546667,-10,3
AAA,2013J,2051699,546672,-10,1
AAA,2013J,2051699,546874,-10,1
AAA,2013J,2051699,546681,-10,4
AAA,2013J,2051699,546614,-10,5
AAA,2013J,2051699,546871,-10,1
AAA,2013J,2051699,546879,-10,1
AAA,2013J,2051699,546719,-10,3
AAA,2013J,2051699,546688,-10,1
AAA,2013J,2104505,546614,-10,1
AAA,2013J,2122180,546652,-10,11
AAA,2013J,2122180,546662,-10,21
AAA,2013J,2122180,546681,-10,4
AAA,2013J,2122180,547013,-10,2
AAA,2013J,2122180,546879,-10,5
AAA,2013J,2122180,546652,-10,13
AAA,2013J,2122180,546652,-10,1
AAA,2013J,2122180,546667,-10,3
AAA,2013J,2122180,546714,-10,18
AAA,2013J,2122180,546688,-10,13
AAA,2013J,2122180,546700,-10,22
AAA,2013J,2122180,546871,-10,2
AAA,2013J,2122180,546614,-10,18
AAA,2013J,2122180,546874,-10,1
AAA,2013J,2122180,546719,-10,3
AAA,2013J,2139353,546614,-10,2
AAA,2013J,2139353,546662,-10,1
AAA,2013J,2139353,546986,-10,2
AAA,2013J,2143752,546662,-10,15
AAA,2013J,2143752,546614,-10,5
AAA,2013J,2146792,547020,-10,1
AAA,2013J,2146792,546986,-10,1
AAA,2013J,2146792,546871,-10,2
AAA,2013J,2146792,547009,-10,1
AAA,2013J,2146792,546879,-10,1
AAA,2013J,2146792,546662,-10,10
AAA,2013J,2146792,546652,-10,1
AAA,2013J,2146792,546614,-10,7
AAA,2013J,2146792,546874,-10,1
AAA,2013J,2146792,546688,-10,10
AAA,2013J,2062879,546652,-10,1
AAA,2013J,2062879,546614,-10,2
AAA,2013J,2062879,546652,-10,1
AAA,2013J,2062879,546662,-10,1
AAA,2013J,2062879,546652,-10,2
AAA,2013J,2080474,546652,-10,2
AAA,2013J,2080474,546871,-10,1
AAA,2013J,2080474,546652,-10,3
AAA,2013J,2080474,546879,-10,1
AAA,2013J,2080474,546614,-10,4
AAA,2013J,2080474,546667,-10,4
AAA,2013J,2083877,546669,-10,2
AAA,2013J,2083877,546670,-10,1
AAA,2013J,2083877,546614,-10,20
AAA,2013J,2083877,546662,-10,6
AAA,2013J,2083877,546672,-10,1
AAA,2013J,2083877,546725,-10,1
AAA,2013J,2083877,546719,-10,3
AAA,2013J,2083877,546667,-10,11
AAA,2013J,2083877,546986,-10,1
AAA,2013J,2083877,546879,-10,9
AAA,2013J,2083877,546668,-10,1
AAA,2013J,2083877,546671,-10,1
AAA,2013J,2083877,546681,-10,4
AAA,2013J,2149225,546700,-10,3
AAA,2013J,2149225,546669,-10,10
AAA,2013J,2149225,546681,-10,2
AAA,2013J,2149225,547013,-10,1
AAA,2013J,2149225,546688,-10,6
AAA,2013J,2149225,546652,-10,2
AAA,2013J,2149225,546714,-10,2
AAA,2013J,2149225,546900,-10,1
AAA,2013J,2149225,546719,-10,1
AAA,2013J,2149225,546879,-10,6
AAA,2013J,2149225,546876,-10,3
AAA,2013J,2149225,546662,-10,2
AAA,2013J,2149225,546871,-10,2
AAA,2013J,2149225,546972,-10,1
AAA,2013J,2149225,546652,-10,6
AAA,2013J,2149225,546614,-10,10
AAA,2013J,2164705,547013,-10,1
AAA,2013J,2164705,546871,-10,1
AAA,2013J,2164705,546672,-10,1
AAA,2013J,2164705,546671,-10,1
AAA,2013J,2164705,546667,-10,7
AAA,2013J,2164705,546670,-10,1
AAA,2013J,2164705,546879,-10,6
AAA,2013J,2164705,546668,-10,1
AAA,2013J,2164705,546614,-10,2
AAA,2013J,2171627,547013,-10,1
AAA,2013J,2171627,546614,-10,3
AAA,2013J,2171627,546879,-10,2
AAA,2013J,2171627,547050,-10,1
AAA,2013J,2171627,546667,-10,5
AAA,2013J,2171627,546871,-10,1
AAA,2013J,2182846,546670,-10,1
AAA,2013J,2182846,546671,-10,1
AAA,2013J,2182846,547013,-10,1
AAA,2013J,2182846,546986,-10,1
AAA,2013J,2182846,546667,-10,5
AAA,2013J,2182846,546652,-10,6
AAA,2013J,2182846,546871,-10,1
AAA,2013J,2182846,546668,-10,1
AAA,2013J,2182846,546672,-10,1
AAA,2013J,2182846,546714,-10,11
AAA,2013J,2182846,546879,-10,7
AAA,2013J,2182846,546662,-10,11
AAA,2013J,2182846,546614,-10,10
AAA,2013J,2182846,546652,-10,2
AAA,2013J,2197016,546662,-10,2
AAA,2013J,2197016,546614,-10,4
AAA,2013J,2194100,546614,-10,1
AAA,2013J,2194100,546662,-10,5
AAA,2013J,1035023,546652,-10,1
AAA,2013J,1035023,547013,-10,1
AAA,2013J,1035023,546876,-10,1
AAA,2013J,1035023,546681,-10,2
AAA,2013J,1035023,546652,-10,1
AAA,2013J,1035023,546614,-10,13
AAA,2013J,1035023,546719,-10,5
AAA,2013J,1035023,546662,-10,24
AAA,2013J,1035023,546879,-10,1
AAA,2013J,1035023,546871,-10,1
AAA,2013J,1105478,546614,-10,9
AAA,2013J,1105478,546879,-10,3
AAA,2013J,1105478,546652,-10,3
AAA,2013J,1105478,546652,-10,1
AAA,2013J,1105478,546719,-10,2
AAA,2013J,1105478,546668,-10,1
AAA,2013J,1105478,546681,-10,2
AAA,2013J,1105478,546667,-10,5
AAA,2013J,1456619,546652,-10,2
AAA,2013J,1456619,546871,-10,3
AAA,2013J,1456619,546614,-10,3
AAA,2013J,1456619,546652,-10,3
AAA,2013J,1456619,546954,-10,1
AAA,2013J,1456619,546948,-10,1
AAA,2013J,1488959,546723,-10,1
AAA,2013J,1488959,546652,-10,2
AAA,2013J,1488959,546662,-10,24
AAA,2013J,1488959,546614,-10,12
AAA,2013J,1488959,546652,-10,3
AAA,2013J,1488959,547009,-10,2
AAA,2013J,1488959,546681,-10,4
AAA,2013J,1488959,546986,-10,3
AAA,2013J,1518989,546879,-10,1
AAA,2013J,1518989,546662,-10,1
AAA,2013J,1518989,546614,-10,6
AAA,2013J,1518989,547013,-10,1
AAA,2013J,1518989,546652,-10,3
AAA,2013J,1518989,546652,-10,4
AAA,2013J,1518989,546871,-10,1
AAA,2013J,1352868,546662,-10,7
AAA,2013J,1352868,546681,-10,1
AAA,2013J,1352868,546714,-10,6
AAA,2013J,1352868,546719,-10,3
AAA,2013J,1352868,546652,-10,2
AAA,2013J,1352868,546652,-10,1
AAA,2013J,1352868,546667,-10,3
AAA,2013J,1352868,546879,-10,2
AAA,2013J,1352868,546652,-10,1
AAA,2013J,1352868,546669,-10,5
AAA,2013J,1352868,546614,-10,4
AAA,2013J,1402638,546668,-10,1
AAA,2013J,1402638,546681,-10,2
AAA,2013J,1401935,546662,-10,2
AAA,2013J,1401935,546986,-10,1
AAA,2013J,1402638,546614,-10,22
AAA,2013J,1402638,546948,-10,1
AAA,2013J,1401935,546652,-10,4
AAA,2013J,1402638,546879,-10,4
AAA,2013J,1402638,546871,-10,2
AAA,2013J,1402638,546719,-10,7
AAA,2013J,1402638,546731,-10,3
AAA,2013J,1402638,546660,-10,1
AAA,2013J,1402638,546662,-10,4
AAA,2013J,1402638,546667,-10,3
AAA,2013J,1401935,546652,-10,3
AAA,2013J,1402638,547009,-10,1
AAA,2013J,1402638,546990,-10,1
AAA,2013J,1402638,547013,-10,1
AAA,2013J,1402638,546986,-10,1
AAA,2013J,1401935,546614,-10,4
AAA,2013J,1620151,546614,-10,3
AAA,2013J,1620151,546732,-10,1
AAA,2013J,1620151,546986,-10,1
AAA,2013J,1620151,546719,-10,3
AAA,2013J,1620151,546662,-10,9
AAA,2013J,1626710,546652,-10,6
AAA,2013J,1626710,547009,-10,1
AAA,2013J,1626710,546662,-10,24
AAA,2013J,1626710,546954,-10,1
AAA,2013J,1626710,546948,-10,1
AAA,2013J,1626710,546871,-10,7
AAA,2013J,1626710,546681,-10,9
AAA,2013J,1626710,547013,-10,1
AAA,2013J,1626710,546986,-10,2
AAA,2013J,1626710,547011,-10,1
AAA,2013J,1626710,546652,-10,7
AAA,2013J,1626710,546896,-10,2
AAA,2013J,1626710,546883,-10,7
AAA,2013J,1626710,546732,-10,4
AAA,2013J,1626710,546876,-10,10
AAA,2013J,1626710,546652,-10,1
AAA,2013J,1626710,546879,-10,3
AAA,2013J,1626710,546614,-10,31
AAA,2013J,1626710,546731,-10,11
AAA,2013J,1626710,546719,-10,15
AAA,2013J,1640609,546681,-10,1
AAA,2013J,1640609,546719,-10,5
AAA,2013J,1640609,546614,-10,21
AAA,2013J,1640609,546986,-10,2
AAA,2013J,1640609,546871,-10,4
AAA,2013J,1640609,547009,-10,1
AAA,2013J,1640609,547011,-10,1
AAA,2013J,1640609,547013,-10,1
AAA,2013J,1640609,546879,-10,2
AAA,2013J,1640609,546667,-10,3
AAA,2013J,1640609,546652,-10,11
AAA,2013J,1640609,546662,-10,7
AAA,2013J,1640609,546652,-10,8
AAA,2013J,2229865,546614,-10,9
AAA,2013J,2229865,546672,-10,1
AAA,2013J,2229865,546671,-10,1
AAA,2013J,2229865,546670,-10,1
AAA,2013J,2229865,546668,-10,1
AAA,2013J,2229865,546667,-10,2
AAA,2013J,2229865,546879,-10,6
AAA,2013J,2255601,546732,-10,10
AAA,2013J,2255601,546681,-10,5
AAA,2013J,2255601,546614,-10,14
AAA,2013J,2255601,546662,-10,8
AAA,2013J,2255601,546719,-10,2
AAA,2013J,2312620,546671,-10,1
AAA,2013J,2312620,546879,-10,3
AAA,2013J,2312620,546668,-10,1
AAA,2013J,2312620,546670,-10,1
AAA,2013J,2312620,546672,-10,1
AAA,2013J,2312620,546614,-10,10
AAA,2013J,2312620,546667,-10,5
AAA,2013J,2342426,546681,-10,1
AAA,2013J,2342426,546948,-10,1
AAA,2013J,2342426,546732,-10,1
AAA,2013J,2342426,546954,-10,1
AAA,2013J,2342426,546871,-10,1
AAA,2013J,2342426,546614,-10,8
AAA,2013J,2342426,546662,-10,9
AAA,2013J,2342426,546719,-10,2
AAA,2013J,2358056,546668,-10,1
AAA,2013J,2358056,547009,-10,1
AAA,2013J,2358056,546667,-10,8
AAA,2013J,2358056,547013,-10,1
AAA,2013J,2358056,546614,-10,11
AAA,2013J,2358056,547050,-10,4
AAA,2013J,2358056,546681,-10,8
AAA,2013J,2358056,546652,-10,2
AAA,2013J,2358056,546652,-10,6
AAA,2013J,2358056,546952,-10,1
AAA,2013J,2358056,546986,-10,1
AAA,2013J,2358056,546871,-10,3
AAA,2013J,2358056,546889,-10,1
AAA,2013J,2358056,546652,-10,8
AAA,2013J,2358056,546883,-10,1
AAA,2013J,2358056,546876,-10,3
AAA,2013J,2358056,546879,-10,8
AAA,2013J,2358056,546719,-10,8
AAA,2013J,2358056,546700,-10,1
AAA,2013J,2278464,546614,-10,6
AAA,2013J,2278464,546731,-10,1
AAA,2013J,2293923,546652,-10,1
AAA,2013J,2293923,546662,-10,1
AAA,2013J,2293923,546652,-10,1
AAA,2013J,2293923,546667,-10,3
AAA,2013J,2293923,546668,-10,1
AAA,2013J,2293923,546670,-10,1
AAA,2013J,2293923,546671,-10,1
AAA,2013J,2293923,546672,-10,1
AAA,2013J,2293923,546681,-10,1
AAA,2013J,2293923,546614,-10,3
AAA,2013J,2293923,546879,-10,6
AAA,2013J,2293923,546719,-10,1
AAA,2013J,2358969,547013,-10,1
AAA,2013J,2358969,546879,-10,2
AAA,2013J,2358969,546688,-10,1
AAA,2013J,2358969,546614,-10,5
AAA,2013J,2364471,546652,-10,10
AAA,2013J,2364471,546667,-10,6
AAA,2013J,2364471,546662,-10,9
AAA,2013J,2364471,546668,-10,1
AAA,2013J,2364471,546670,-10,1
AAA,2013J,2364471,546614,-10,9
AAA,2013J,2369266,546662,-10,23
AAA,2013J,2367155,546614,-10,3
AAA,2013J,2369266,546652,-10,1
AAA,2013J,2369266,546614,-10,5
AAA,2013J,2364471,546871,-10,2
AAA,2013J,2364471,546731,-10,5
AAA,2013J,2364471,546672,-10,1
AAA,2013J,2364471,546879,-10,6
AAA,2013J,2364471,546652,-10,6
AAA,2013J,2364471,546671,-10,1
AAA,2013J,2376496,546614,-10,11
AAA,2013J,2376496,546662,-10,1
AAA,2013J,2376496,546681,-10,1
AAA,2013J,2376496,546986,-10,1
AAA,2013J,2376496,547009,-10,1
AAA,2013J,2391984,546614,-10,1
AAA,2013J,2412002,546911,-10,1
AAA,2013J,2411778,546669,-10,1
AAA,2013J,2411778,546614,-10,17
AAA,2013J,2411778,546732,-10,19
AAA,2013J,2412002,546874,-10,1
AAA,2013J,2412002,546614,-10,11
AAA,2013J,2411778,546681,-10,41
AAA,2013J,2411778,546879,-10,3
AAA,2013J,2412002,546871,-10,4
AAA,2013J,2411778,546688,-10,12
AAA,2013J,2411778,546731,-10,15
AAA,2013J,2412002,546689,-10,1
AAA,2013J,2412002,546916,-10,1
AAA,2013J,2412002,546662,-10,8
AAA,2013J,2412002,546948,-10,2
AAA,2013J,2411778,546652,-10,3
AAA,2013J,2411778,546719,-10,24
AAA,2013J,2411778,546700,-10,3
AAA,2013J,2411778,546662,-10,47
AAA,2013J,2412002,546879,-10,1
AAA,2013J,2411778,547013,-10,2
AAA,2013J,2411778,546652,-10,2
AAA,2013J,2412002,546719,-10,3
AAA,2013J,2412002,546652,-10,13
AAA,2013J,2412002,546652,-10,1
AAA,2013J,2412002,547011,-10,1
AAA,2013J,2412002,546652,-10,8
AAA,2013J,2412002,546681,-10,1
AAA,2013J,2412967,546614,-10,6
AAA,2013J,2412967,546667,-10,7
AAA,2013J,2412967,546681,-10,10
AAA,2013J,2412967,546871,-10,1
AAA,2013J,2412967,546879,-10,4
AAA,2013J,2412967,546688,-10,2
AAA,2013J,2412967,547013,-10,1
AAA,2013J,2412967,546662,-10,34
AAA,2013J,2412967,546986,-10,1
AAA,2013J,2449878,546879,-10,3
AAA,2013J,2449878,546614,-10,1
AAA,2013J,2449878,546871,-10,1
AAA,2013J,2449878,546672,-10,1
AAA,2013J,2449878,546667,-10,3
AAA,2013J,2449878,546668,-10,1
AAA,2013J,2470694,546670,-10,1
AAA,2013J,2470694,546668,-10,1
AAA,2013J,2470694,546667,-10,3
AAA,2013J,2470694,546671,-10,1
AAA,2013J,2470694,546681,-10,3
AAA,2013J,2470694,546719,-10,3
AAA,2013J,2470694,546652,-10,5
AAA,2013J,2470694,546662,-10,8
AAA,2013J,2470694,546614,-10,16
AAA,2013J,2470694,546876,-10,1
AAA,2013J,2470694,546652,-10,7
AAA,2013J,2470694,546652,-10,1
AAA,2013J,2470694,546879,-10,4
AAA,2013J,2479954,546719,-10,3
AAA,2013J,2479954,546871,-10,2
AAA,2013J,2479954,546670,-10,1
AAA,2013J,2479954,546879,-10,6
AAA,2013J,2479954,546668,-10,1
AAA,2013J,2479954,546614,-10,9
AAA,2013J,2479954,546671,-10,1
AAA,2013J,2479954,546667,-10,4
AAA,2013J,2479954,546662,-10,16
AAA,2013J,2479954,546681,-10,5
AAA,2013J,2479954,546948,-10,1
AAA,2013J,2479954,546986,-10,1
AAA,2013J,2479954,547009,-10,1
AAA,2013J,2479954,546672,-10,1
AAA,2013J,2481901,546662,-10,4
AAA,2013J,2481901,546614,-10,1
AAA,2013J,2482700,546614,-10,1
AAA,2013J,2498700,546652,-10,1
AAA,2013J,2498700,546672,-10,1
AAA,2013J,2498700,546614,-10,5
AAA,2013J,2498700,546671,-10,1
AAA,2013J,2498700,546670,-10,1
AAA,2013J,2498700,546652,-10,1
AAA,2013J,2498700,546879,-10,7
AAA,2013J,2498700,546668,-10,1
AAA,2013J,2498700,546871,-10,1
AAA,2013J,2498700,546667,-10,6
AAA,2013J,2498700,546652,-10,1
AAA,2013J,2456480,546879,-10,1
AAA,2013J,2456480,546667,-10,2
AAA,2013J,2456480,546614,-10,6
AAA,2013J,2456480,546681,-10,1
AAA,2013J,2460080,546714,-10,1
AAA,2013J,2460080,546719,-10,5
AAA,2013J,2460080,547013,-10,1
AAA,2013J,2460080,546614,-10,21
AAA,2013J,2460080,546652,-10,8
AAA,2013J,2460080,546681,-10,1
AAA,2013J,2460080,546734,-10,1
AAA,2013J,2460080,546652,-10,7
AAA,2013J,2460080,546667,-10,2
AAA,2013J,2460080,546986,-10,1
AAA,2013J,2460080,546879,-10,5
AAA,2013J,2457256,546719,-10,1
AAA,2013J,2457256,546614,-10,14
AAA,2013J,2457256,546871,-10,1
AAA,2013J,2458355,546667,-10,5
AAA,2013J,2458355,546652,-10,2
AAA,2013J,2457256,546667,-10,4
AAA,2013J,2457256,546948,-10,2
AAA,2013J,2457256,546990,-10,1
AAA,2013J,2458355,546652,-10,3
AAA,2013J,2457256,546662,-10,19
AAA,2013J,2458355,546714,-10,2
AAA,2013J,2458355,546662,-10,51
AAA,2013J,2457256,546879,-10,1
AAA,2013J,2457256,546681,-10,2
AAA,2013J,2458355,546614,-10,12
AAA,2013J,2457256,546701,-10,2
AAA,2013J,2458355,546688,-10,10
AAA,2013J,2458355,546879,-10,4
AAA,2013J,2521459,546652,-10,2
AAA,2013J,2521459,546614,-10,1
AAA,2013J,2521459,546652,-10,3
AAA,2013J,2523736,546652,-10,2
AAA,2013J,2523736,546652,-10,1
AAA,2013J,2523736,546614,-10,4
AAA,2013J,2523736,546652,-10,3
AAA,2013J,2529279,547013,-10,1
AAA,2013J,2529279,546652,-10,2
AAA,2013J,2529279,546668,-10,1
AAA,2013J,2529279,546871,-10,2
AAA,2013J,2529279,546672,-10,1
AAA,2013J,2529279,546662,-10,3
AAA,2013J,2529279,546719,-10,1
AAA,2013J,2529279,546671,-10,1
AAA,2013J,2529279,546670,-10,1
AAA,2013J,2529279,546667,-10,5
AAA,2013J,2529279,546652,-10,2
AAA,2013J,2529279,546614,-10,8
AAA,2013J,2529279,547020,-10,1
AAA,2013J,2529279,546652,-10,1
AAA,2013J,2529279,546907,-10,1
AAA,2013J,2529279,546879,-10,3
AAA,2013J,2532302,546668,-10,1
AAA,2013J,2532302,546688,-10,1
AAA,2013J,2532302,547013,-10,1
AAA,2013J,2532302,546652,-10,1
AAA,2013J,2532302,546669,-10,12
AAA,2013J,2532302,546614,-10,6
AAA,2013J,2532302,546670,-10,1
AAA,2013J,2532302,546671,-10,1
AAA,2013J,2532302,546672,-10,1
AAA,2013J,2532302,546667,-10,5
AAA,2013J,2532302,546879,-10,10
AAA,2013J,2536991,546871,-10,1
AAA,2013J,2536991,546652,-10,4
AAA,2013J,2536991,546652,-10,3
AAA,2013J,2536991,546614,-10,3
AAA,2013J,2536991,546662,-10,5
AAA,2013J,2542724,546662,-10,1
AAA,2013J,2542724,546614,-10,2
AAA,2013J,2536991,546667,-9,9
AAA,2013J,2536991,546614,-9,4
AAA,2013J,2536991,546879,-9,1
AAA,2013J,2412967,546662,-9,7
AAA,2013J,2412967,546614,-9,2
AAA,2013J,2412002,546614,-9,4
AAA,2013J,2412002,546652,-9,8
AAA,2013J,2412002,546662,-9,11
AAA,2013J,2412002,546652,-9,5
AAA,2013J,2437837,546652,-9,2
AAA,2013J,2437837,546879,-9,1
AAA,2013J,2437837,546871,-9,1
AAA,2013J,2437837,546614,-9,7
AAA,2013J,2437837,546652,-9,2
AAA,2013J,2437837,546667,-9,5
AAA,2013J,2516503,546879,-9,1
AAA,2013J,2516503,546614,-9,6
AAA,2013J,2516503,547013,-9,1
AAA,2013J,2516503,546668,-9,1
AAA,2013J,2516503,546672,-9,1
AAA,2013J,2516503,546671,-9,1
AAA,2013J,2516503,546670,-9,1
AAA,2013J,2516503,546667,-9,3
AAA,2013J,2523736,546652,-9,1
AAA,2013J,2523736,546652,-9,1
AAA,2013J,2523736,546614,-9,2
AAA,2013J,2518069,546652,-9,1
AAA,2013J,2518069,546652,-9,2
AAA,2013J,2518069,546614,-9,1
AAA,2013J,2518069,546652,-9,2
AAA,2013J,2458355,546681,-9,3
AAA,2013J,2458355,546614,-9,6
AAA,2013J,2458355,546700,-9,7
AAA,2013J,2457256,546986,-9,1
AAA,2013J,2458355,546662,-9,4
AAA,2013J,2458355,546876,-9,2
AAA,2013J,2457256,546614,-9,3
AAA,2013J,2458355,546688,-9,1
AAA,2013J,2458355,546879,-9,1
AAA,2013J,2460080,546614,-9,2
AAA,2013J,2649826,546876,-9,1
AAA,2013J,2649826,546652,-9,1
AAA,2013J,2649826,546652,-9,1
AAA,2013J,2649826,546719,-9,3
AAA,2013J,2649826,546883,-9,1
AAA,2013J,2649826,546732,-9,9
AAA,2013J,2649826,546614,-9,11
AAA,2013J,2641155,546681,-9,2
AAA,2013J,2641155,546876,-9,3
AAA,2013J,2641155,546652,-9,3
AAA,2013J,2641155,546983,-9,1
AAA,2013J,2641155,546714,-9,3
AAA,2013J,2641155,547011,-9,2
AAA,2013J,2641155,546719,-9,3
AAA,2013J,2641155,546614,-9,24
AAA,2013J,2641155,546652,-9,4
AAA,2013J,2641155,546873,-9,1
AAA,2013J,2641155,547009,-9,1
AAA,2013J,2641155,546883,-9,1
AAA,2013J,2641155,546986,-9,2
AAA,2013J,2641155,546879,-9,1
AAA,2013J,2641155,546871,-9,4
AAA,2013J,2641155,546662,-9,24
AAA,2013J,2643002,546719,-9,1
AAA,2013J,2643002,546911,-9,1
AAA,2013J,2643002,546911,-9,1
AAA,2013J,2643002,546911,-9,3
AAA,2013J,2643002,546652,-9,1
AAA,2013J,2643002,546681,-9,4
AAA,2013J,2643002,546614,-9,4
AAA,2013J,2643002,546652,-9,2
AAA,2013J,2617002,546986,-9,1
AAA,2013J,2617002,546614,-9,2
AAA,2013J,2606098,546614,-9,4
AAA,2013J,2606098,546681,-9,1
AAA,2013J,2606098,546871,-9,1
AAA,2013J,2598871,546652,-9,5
AAA,2013J,2598871,546983,-9,1
AAA,2013J,2598871,546719,-9,2
AAA,2013J,2598871,546714,-9,18
AAA,2013J,2598871,546614,-9,16
AAA,2013J,2598871,546652,-9,3
AAA,2013J,2598871,546873,-9,1
AAA,2013J,2598871,546876,-9,1
AAA,2013J,2598871,546871,-9,1
AAA,2013J,2599352,546614,-9,2
AAA,2013J,2598871,546879,-9,1
AAA,2013J,2598871,546681,-9,4
AAA,2013J,2598871,547009,-9,1
AAA,2013J,2598871,546986,-9,1
AAA,2013J,2559575,547009,-9,2
AAA,2013J,2559575,546986,-9,1
AAA,2013J,2559575,546719,-9,3
AAA,2013J,2559575,546871,-9,3
AAA,2013J,2559575,546873,-9,3
AAA,2013J,2559575,546982,-9,1
AAA,2013J,2559575,546874,-9,1
AAA,2013J,2559575,546876,-9,1
AAA,2013J,2559575,546911,-9,1
AAA,2013J,2559575,546614,-9,14
AAA,2013J,2559575,546652,-9,1
AAA,2013J,2557283,547013,-9,1
AAA,2013J,2559575,546652,-9,1
AAA,2013J,2557283,546652,-9,3
AAA,2013J,2559575,546662,-9,2
AAA,2013J,2559575,546681,-9,8
AAA,2013J,2550279,546652,-9,6
AAA,2013J,2550279,546614,-9,8
AAA,2013J,2550279,547050,-9,1
AAA,2013J,2550279,546652,-9,6
AAA,2013J,2550279,546734,-9,1
AAA,2013J,2550279,546652,-9,1
AAA,2013J,2550279,546879,-9,3
AAA,2013J,2550279,546876,-9,1
AAA,2013J,2550279,546719,-9,1
AAA,2013J,2550279,547013,-9,1
AAA,2013J,2550279,546871,-9,1
AAA,2013J,2550279,546672,-9,1
AAA,2013J,2551220,546662,-9,16
AAA,2013J,2557283,546667,-9,4
AAA,2013J,2557283,546879,-9,2
AAA,2013J,2557283,546871,-9,1
AAA,2013J,2557283,546734,-9,10
AAA,2013J,2557283,546739,-9,2
AAA,2013J,2557283,546614,-9,7
AAA,2013J,2557283,546652,-9,3
AAA,2013J,2555340,546719,-9,5
AAA,2013J,2555340,546667,-9,9
